,,mean,mean,std,std
,,acc,loss,acc,loss
hepatitis,sigmoid,0.811615591398,0.420497684833,0.0456885531964,0.0542696618703
horse,None,0.824469297027,1.37095778076,0.0473476768035,0.68283051905
horse,beta,0.831703158285,0.425736978864,0.0381176916125,0.0517539999206
horse,beta05,0.837443271279,0.433009903999,0.0448215110653,0.0500482141395
horse,beta2,0.834720848384,0.430074975501,0.0372624799529,0.0508263546854
horse,isotonic,0.831386959341,0.490930577886,0.0419359426037,0.252005096974
horse,sigmoid,0.827747615078,0.443745396994,0.0418580661193,0.0473451113103
ionosphere,None,0.917975855131,0.982054360442,0.0265157880267,0.556819758068
ionosphere,beta,0.92509054326,0.216722306543,0.0263133100924,0.0459398753791
ionosphere,beta05,0.923400402414,0.218668660931,0.0282120164402,0.0464392682811
ionosphere,beta2,0.925094567404,0.215371841943,0.0244968472778,0.0454041780062
ionosphere,isotonic,0.922816901408,0.272110554776,0.0245453314633,0.180066883301
ionosphere,sigmoid,0.917975855131,0.251953454368,0.0265157880267,0.0406605411597
iris,None,1.0,0.126928011043,0.0,0.0
iris,beta,1.0,0.0400953218703,0.0,0.0
iris,beta05,1.0,0.0402783236074,0.0,0.0
iris,beta2,1.0,0.023415575221,0.0,0.0
iris,isotonic,1.0,1.11022302463e-16,0.0,0.0
iris,sigmoid,1.0,0.0461797237391,0.0,0.0
landsat-satellite,None,0.986574642425,0.047091117441,0.00364277417256,0.0149377424927
landsat-satellite,beta,0.987024676495,0.0350041278419,0.00362644661972,0.00637419162933
landsat-satellite,beta05,0.986807067227,0.0350408403686,0.00355540645914,0.00630212168327
landsat-satellite,beta2,0.986931206504,0.0349426109684,0.00361227854856,0.00623638545562
landsat-satellite,isotonic,0.986496712206,0.0392463810722,0.00355092887398,0.0122273614077
landsat-satellite,sigmoid,0.986341444749,0.0497094201382,0.00361955472327,0.00908722632919
letter,None,0.990142820379,0.0263340617783,0.000964366834375,0.0021415712814
letter,beta,0.990140000377,0.0258322989905,0.000994297110924,0.00217102333778
letter,beta05,0.990151398767,0.0258202478167,0.000929255326548,0.00215390453082
letter,beta2,0.990000019844,0.0261359085577,0.000957147977866,0.00223487665897
letter,isotonic,0.990288607871,0.0262417088915,0.00101593229819,0.0035059502741
letter,sigmoid,0.990142870589,0.0335115227206,0.00102941710544,0.00327352410028
libras-movement,None,0.973333333333,0.654294818277,0.0145374643071,0.572602115071
libras-movement,beta,0.973266666667,0.108148203908,0.0143725929662,0.0527300835991
libras-movement,beta05,0.972733333333,0.108340250197,0.0146104364277,0.0526869053569
libras-movement,beta2,0.973266666667,0.108491352834,0.0143725929662,0.052699847023
libras-movement,isotonic,0.975933333333,0.196873522981,0.0168935576552,0.281010830509
libras-movement,sigmoid,0.972733333333,0.118768744075,0.0146104364277,0.0445010287592
lung-cancer,None,0.970842105263,0.195731926367,0.033519164666,0.0399123850738
lung-cancer,beta,0.950052631579,0.152687523937,0.043268994565,0.0494829873693
lung-cancer,beta05,0.965631578947,0.161543169379,0.0372973636446,0.0482704413399
lung-cancer,beta2,0.962473684211,0.141706299504,0.0394353913798,0.0509387221918
lung-cancer,isotonic,0.957368421053,0.121783288685,0.0414830502981,0.0625949290061
lung-cancer,sigmoid,0.939578947368,0.163321462917,0.0450875869494,0.0492702731618
mfeat-karhunen,None,0.9943,0.0887270892892,0.00335181948761,0.0788164353852
mfeat-karhunen,beta,0.9944,0.0249465738808,0.0034831958115,0.0126352033199
mfeat-karhunen,beta05,0.99435,0.0251381882064,0.00349233855338,0.0126452692674
mfeat-karhunen,beta2,0.9943,0.0250793273415,0.0035007287871,0.0125987818576
mfeat-karhunen,isotonic,0.9941,0.0410943563262,0.00352686482732,0.0445540533378
mfeat-karhunen,sigmoid,0.9943,0.0335983824868,0.00335181948761,0.0130617620593
mfeat-morphological,None,0.9978,0.057088541896,0.00212132034356,0.0688291910385
mfeat-morphological,beta,0.9978,0.0143398134899,0.00212132034356,0.0146635051327
mfeat-morphological,beta05,0.9978,0.014332531175,0.00212132034356,0.0146531674712
mfeat-morphological,beta2,0.9978,0.0142629830841,0.00212132034356,0.0147244708382
mfeat-morphological,isotonic,0.99765,0.0245015908349,0.00210744549885,0.039096355178
mfeat-morphological,sigmoid,0.9978,0.0159613817894,0.00212132034356,0.0100503207072
mfeat-zernike,None,0.9916,0.159388945828,0.00453894710438,0.119090885311
mfeat-zernike,beta,0.99175,0.035820753965,0.0047715675771,0.0166386394686
mfeat-zernike,beta05,0.9918,0.0358848175927,0.00476595066217,0.0167319484038
mfeat-zernike,beta2,0.99155,0.0359457839958,0.00459841365726,0.0165677493269
mfeat-zernike,isotonic,0.99195,0.0475608602157,0.00423451560972,0.0321685132808
mfeat-zernike,sigmoid,0.99155,0.0410861077359,0.00457059144121,0.0160730505827
mushroom,None,1.0,4.89270067213e-12,0.0,2.52731796297e-11
mushroom,beta,1.0,1.94034222393e-05,0.0,1.39262164015e-06
mushroom,beta05,1.0,1.939282343e-05,0.0,1.39407889774e-06
mushroom,beta2,1.0,1.69405220114e-05,0.0,1.29886204762e-06
mushroom,isotonic,1.0,2.03829497664e-12,0.0,1.05913859929e-11
mushroom,sigmoid,1.0,0.000276202879201,0.0,9.72280540375e-08
optdigits,None,0.990125681602,0.0454891849029,0.00226999831505,0.0210092040332
optdigits,beta,0.990232490534,0.0298634550129,0.00217661665885,0.0058212006013
optdigits,beta05,0.990196649854,0.0298139181471,0.00224410062358,0.00584062098992
optdigits,beta2,0.990268174368,0.030220688304,0.00223371018365,0.00613524226335
optdigits,isotonic,0.990339143128,0.039216398236,0.00246809153453,0.01791838841
optdigits,sigmoid,0.990126331725,0.0392058998958,0.00239111923078,0.00721071773561
page-blocks,None,0.968611398685,0.0945869428561,0.0043937369337,0.0185377229621
page-blocks,beta,0.968647677933,0.0844595436568,0.00420816877344,0.00925752670018
page-blocks,beta05,0.968428899993,0.0851340309947,0.00450071376006,0.00926741670656
page-blocks,beta2,0.968501709105,0.0858557158832,0.00440631168328,0.0100617866695
page-blocks,isotonic,0.968775314803,0.0917246058941,0.00431934430891,0.0235447911511
page-blocks,sigmoid,0.967716185918,0.101680074134,0.00480681506864,0.011072982143
pendigits,None,0.996270213865,0.0141391797088,0.00106306341822,0.0059468974465
pendigits,beta,0.996342995002,0.0120329954747,0.00102248856355,0.00246406967998
pendigits,beta05,0.99621566015,0.0121801718092,0.00108040726638,0.00248263560047
pendigits,beta2,0.996224746917,0.0123884824172,0.0010399423196,0.00247342451845
pendigits,isotonic,0.996333808752,0.0168913975625,0.00101618292552,0.00856175994543
pendigits,sigmoid,0.99649765225,0.0153617845925,0.00105605388735,0.00360922685431
scene-classification,None,0.835892429255,0.531852283449,0.0150050011599,0.0526668864223
scene-classification,beta,0.832737001924,0.370720103844,0.0125449158535,0.0140400110605
scene-classification,beta05,0.836057972312,0.371614032808,0.0136480042452,0.013961775337
scene-classification,beta2,0.832985361439,0.370613085296,0.01256976416,0.0138848094225
scene-classification,isotonic,0.833109149406,0.374284284554,0.0129638619073,0.0260462969782
scene-classification,sigmoid,0.832612349143,0.399562053062,0.0125758791383,0.0150658694782
segment,None,0.997575757576,0.0278280755315,0.00221428741991,0.0439843550137
segment,beta,0.997619047619,0.0101834145033,0.00215343046957,0.00859221843903
segment,beta05,0.997662337662,0.0102478113943,0.00213514860874,0.0085753031337
segment,beta2,0.997705627706,0.00998484552505,0.0020701218557,0.00830187337689
segment,isotonic,0.997619047619,0.0241458292517,0.00228274939088,0.0405416388121
segment,sigmoid,0.997619047619,0.0140478003875,0.00215343046957,0.00711601575415
shuttle,None,0.999979311509,0.000304350874563,4.88448669446e-05,0.00133369262601
shuttle,beta,0.999977340775,0.000156513117294,4.99680255432e-05,0.000389693160789
shuttle,beta05,0.999979311509,0.000156651452686,4.88448669446e-05,0.000389790487854
shuttle,beta2,0.999979311509,0.000156181378847,4.88448669446e-05,0.000386408427492
shuttle,isotonic,0.999973399888,0.000191423719284,5.98849065731e-05,0.000515472186431
shuttle,sigmoid,0.999977340047,0.000516264939057,5.90525777361e-05,0.00151910019973
sonar,None,0.828707290063,2.04852488731,0.0628964330477,1.09121263135
sonar,beta,0.828207330578,0.427003186597,0.0584942377775,0.060647043641
sonar,beta05,0.829193474327,0.426566494307,0.0577009789505,0.060176161939
sonar,beta2,0.831575507117,0.426089583887,0.0575064777141,0.0597359084258
sonar,isotonic,0.833435972233,0.467247760231,0.0620186309312,0.249671924779
sonar,sigmoid,0.829172406342,0.457484457035,0.0611638833954,0.0541192428608
spambase,None,0.94644658134,0.154321997699,0.00708936579277,0.0206827262143
spambase,beta,0.946294430877,0.151744577319,0.0071766552704,0.0142026022915
spambase,beta05,0.946490106912,0.151717776141,0.00703941016781,0.0141198538452
spambase,beta2,0.94651172792,0.151969474632,0.00692495625256,0.0143016745807
spambase,isotonic,0.946642351893,0.160572759295,0.00698316809479,0.0313240661393
spambase,sigmoid,0.946381340243,0.159557357173,0.00715559407289,0.0148214228774
tic-tac,None,0.982156204505,0.109155670384,0.00827797625088,0.0156209069097
tic-tac,beta,0.978086569415,0.0756671481265,0.00827415824633,0.0217339747534
tic-tac,beta05,0.982052037838,0.0774441286066,0.00828225469402,0.0230916336918
tic-tac,beta2,0.977252134028,0.0760197989292,0.00852207739001,0.0233315789718
tic-tac,isotonic,0.979239486974,0.0874614549574,0.0095996315493,0.0637178446492
tic-tac,sigmoid,0.979235140927,0.0765166320305,0.00760525900241,0.0226015907583
vehicle,None,0.980744755391,0.162697975302,0.00970707016024,0.140734555582
vehicle,beta,0.980150809813,0.0661324999374,0.0092642548106,0.0226474436178
vehicle,beta05,0.980385440801,0.0657028854315,0.00954606348956,0.0227252343907
vehicle,beta2,0.980150096953,0.0655262361817,0.00971953838816,0.0221836801
vehicle,isotonic,0.980146632703,0.118826658412,0.00919848959033,0.130904626391
vehicle,sigmoid,0.980391781207,0.0875489879283,0.0105239338379,0.0239342825423
vowel,None,0.978686868687,0.104751362339,0.00879461731945,0.0863800023761
vowel,beta,0.978383838384,0.0644227617724,0.00872031453376,0.0164591265127
vowel,beta05,0.977575757576,0.0652099571939,0.00848553560057,0.0168188753228
vowel,beta2,0.977676767677,0.0647023737793,0.00866341822346,0.0162954309426
vowel,isotonic,0.978181818182,0.0757579387862,0.0100721087253,0.0552905405107
vowel,sigmoid,0.977373737374,0.0858174562383,0.00914002171551,0.020707540082
waveform-5000,None,0.891778372178,0.257452620762,0.0079414873678,0.0221857516487
waveform-5000,beta,0.892679192919,0.245553837504,0.00762251472963,0.0130825638164
waveform-5000,beta05,0.892118332378,0.245842870934,0.00835525723996,0.0132842414674
waveform-5000,beta2,0.892918533099,0.246043890084,0.00805277067936,0.0131333286901
waveform-5000,isotonic,0.891438831879,0.253852376689,0.00833252966814,0.0205221152031
waveform-5000,sigmoid,0.891718972379,0.270562608066,0.00777571942545,0.015208207702
wdbc,None,0.971692189304,0.384643602276,0.0164956695454,0.336935630586
wdbc,beta,0.97186302424,0.0964561454002,0.0174779763817,0.0368647102736
wdbc,beta05,0.971869180454,0.0967753120191,0.0171057356005,0.0370299162358
wdbc,beta2,0.972043093497,0.096166201351,0.0178044680272,0.0367239737577
wdbc,isotonic,0.970627164294,0.143531334674,0.0195019396497,0.176878163265
wdbc,sigmoid,0.971869180454,0.114565960801,0.016562270953,0.0348040654478
wpbc,None,0.775784750337,2.70822070105,0.0455439747447,1.05378195188
wpbc,beta,0.771097840756,0.507839728842,0.0223942994571,0.0359949744615
wpbc,beta05,0.764888663968,0.507572851676,0.0259694051971,0.0361191483963
wpbc,beta2,0.768597165992,0.501586849397,0.0253018895442,0.0307514629796
wpbc,isotonic,0.772568151147,0.567818669082,0.0382964788746,0.232922768053
wpbc,sigmoid,0.76494197031,0.512973447202,0.0126649672178,0.0224321507774
yeast,None,0.742494947817,0.511395846629,0.0202304200016,0.0353780078678
yeast,beta,0.732669834177,0.504733778448,0.0185088281151,0.0201773541608
yeast,beta05,0.741893852393,0.505126022061,0.0196612191092,0.0218522211205
yeast,beta2,0.730446173318,0.505715837974,0.0180341551777,0.0204028771816
yeast,isotonic,0.734688089923,0.537760840306,0.0187301686958,0.0967884530632
yeast,sigmoid,0.738601733984,0.510381584963,0.0210989642374,0.0194221673264
zoo,None,1.0,0.132501970329,0.0,0.012047847479
zoo,beta,1.0,0.0653303498028,0.0,0.0190355680418
zoo,beta05,1.0,0.0654717230086,0.0,0.0191656681224
zoo,beta2,1.0,0.0432570885392,0.0,0.0197279528647
zoo,isotonic,1.0,0.0118602664425,0.0,0.0209447897441
zoo,sigmoid,1.0,0.0776108057114,0.0,0.0194886526034
