,,mean,mean,mean,mean,std,std,std,std
,,acc,brier,loss,time,acc,brier,loss,time
dataset,method,,,,,,,,
spambase,isotonic,0.943425949227,0.0445048209307,0.17294870903,0.0440602487128,0.0069758611109,0.0044025528389,0.034554515727,0.000799324304991
spambase,sigmoid,0.943534668637,0.0446336894189,0.16706087637,0.0448860300029,0.0073536413907,0.0050146333485,0.0161279946176,0.00109147542225
tic-tac,None,0.839131152285,0.117715875422,0.378751691366,1.07656201228,0.0213018517658,0.00952903067175,0.0212795601962,0.0112328355693
tic-tac,beta,0.838307050769,0.107474134611,0.333280820372,0.0176660303449,0.0267840071176,0.0132848055416,0.0341894510502,0.000848867298285
tic-tac,beta05,0.841636088919,0.111425750579,0.345218981194,0.0170462017413,0.020882303819,0.0124787487388,0.0323401246949,0.0006423333084
tic-tac,beta2,0.838098166409,0.107536171305,0.333287678699,0.017112663143,0.0273072781719,0.0132590308117,0.0338889034674,0.000935233783659
tic-tac,isotonic,0.837779155816,0.107747576298,0.339893029546,0.0165774926874,0.027217769017,0.0128668167403,0.0597744570448,0.000186024308146
tic-tac,sigmoid,0.83840958131,0.108260990277,0.33851610885,0.0169741468672,0.0268031098355,0.013768606865,0.0353545005321,0.000767825156206
vehicle,None,0.978141536994,0.0170172288624,0.077429980077,0.743526368006,0.00905890500822,0.00634744336499,0.0466208227754,0.0130576411853
vehicle,beta,0.978495207165,0.0173462655235,0.0679352213375,0.018171334736,0.00863194937174,0.00542656437928,0.0209364079032,0.000278248527236
vehicle,beta05,0.978498713004,0.017239836935,0.0673242510993,0.017540962351,0.00947657716977,0.00555198565376,0.020545447139,0.00057719474648
vehicle,beta2,0.979437833488,0.0172034873702,0.066685184829,0.017529905407,0.00859315102014,0.00513079081861,0.0196547198451,0.000338776942833
vehicle,isotonic,0.977187755038,0.0179848904072,0.131736500568,0.0171502437522,0.00937938959137,0.00558640839157,0.127399403816,0.000570935740307
vehicle,sigmoid,0.978615605763,0.017643370323,0.0775041502299,0.0173585261969,0.00933749889601,0.00629482597023,0.0228737667823,0.00024646448816
vowel,None,0.97404040404,0.0199125941592,0.076325351318,0.455586794615,0.00859827881647,0.00640424153434,0.0406033830041,0.0096960803865
vowel,beta,0.976262626263,0.0190311023041,0.0705822839619,0.017982477207,0.00885125840288,0.00608187632371,0.0214274846736,0.000360969017622
vowel,beta05,0.97404040404,0.0200357618953,0.072672903152,0.0173967636544,0.00889584349666,0.0056959133652,0.0195418839374,0.000935567140724
vowel,beta2,0.975353535354,0.0196456429787,0.0718059109803,0.0172351379552,0.00955218999332,0.00573749092176,0.0198377153248,0.000424113069306
vowel,isotonic,0.976262626263,0.0189192354045,0.094217003039,0.0168041566172,0.00890987664879,0.00605339108173,0.0911477167258,0.000334422095167
vowel,sigmoid,0.974545454545,0.0201507149221,0.0850281392956,0.017161577804,0.00853447219776,0.00656957218882,0.0256387188533,0.000735143014461
waveform-5000,None,0.886757887898,0.0790876002347,0.253018511245,2.53762355074,0.00989459453871,0.00568950075005,0.017921160974,0.013958604714
waveform-5000,beta,0.887058387958,0.0788012389773,0.251755669047,0.0436096029832,0.00937970100723,0.00488862181653,0.0132707221819,0.00216290585975
waveform-5000,beta05,0.886698187798,0.0789600052899,0.252035262649,0.0424396093122,0.00970284306223,0.00495925649424,0.013411654797,0.00104702248355
waveform-5000,beta2,0.886738047938,0.0789496225281,0.252203551323,0.0424397872086,0.00969102455675,0.00489120909672,0.0132896484202,0.00122216308093
waveform-5000,isotonic,0.886798127698,0.0792068101526,0.263776190616,0.0413538461538,0.00894702252515,0.00480051581119,0.0245708371253,0.00119197249712
waveform-5000,sigmoid,0.887218408138,0.0807786912878,0.271389147774,0.0422286960538,0.00961993961829,0.00585761283275,0.015975624137,0.00160196326115
wdbc,None,0.968717198923,0.0238219728527,0.25624443649,0.694765525735,0.0173832711739,0.0118177021585,0.2296870018,0.0119214718491
wdbc,beta,0.969229703732,0.0230427010014,0.0891399714757,0.0182648637553,0.0167730677866,0.0105361765544,0.0355320465117,0.000294660075906
wdbc,beta05,0.969583686033,0.0226233096153,0.088157468993,0.0174568105233,0.0163992807927,0.0104542927894,0.0350135208371,0.000186968164275
wdbc,beta2,0.968884955752,0.0228542385627,0.0890819609793,0.0174867176408,0.016939790453,0.0105390819506,0.0356558950919,0.000366937766242
wdbc,isotonic,0.969769911504,0.0237187968324,0.14228527202,0.0171620978088,0.0168159361929,0.010613132337,0.158375776571,0.000478488695496
wdbc,sigmoid,0.969595998461,0.0245706822654,0.106968789325,0.0174338071535,0.0171160197241,0.0113450164441,0.0371027336259,0.000332934168952
wpbc,None,0.777823211876,0.175187290214,1.09592297522,0.676985426182,0.0466356920259,0.0325194248415,0.456845275001,0.0119391048524
wpbc,beta,0.768019568151,0.163918384411,0.505485595692,0.0161526179846,0.0302900538645,0.013861458527,0.0386301709021,0.00117382850642
wpbc,beta05,0.773097840756,0.168220757388,0.515917826201,0.0150187680676,0.0427188464217,0.0158422318823,0.0442862660233,0.000569758654768
wpbc,beta2,0.76354925776,0.164557378003,0.507124947913,0.0150406219531,0.0149704263972,0.0111961970689,0.0349871511322,0.000983196310827
wpbc,isotonic,0.774717273954,0.164136057531,0.511423749599,0.0147172952909,0.0401227273157,0.0179051539402,0.0647362690195,0.000295273629685
wpbc,sigmoid,0.763996626181,0.165332139354,0.50886115234,0.014864241118,0.0273136295197,0.0110667883123,0.0273963988218,0.000175296477049
yeast,None,0.729602863848,0.172637212331,0.510011949706,0.606786113819,0.0220826130998,0.00845209761143,0.0280652976432,0.0127723201734
yeast,beta,0.729607440698,0.172975044656,0.509009015487,0.0187556695917,0.0209818335087,0.00803250420681,0.0224409718983,0.000410121138089
yeast,beta05,0.730077706479,0.172995770509,0.509125072754,0.0181287901336,0.0222036366495,0.0079967916995,0.0226138202184,0.000367723718347
yeast,beta2,0.726707562145,0.173489610152,0.510097170851,0.0180237354818,0.0208550197511,0.00736554829974,0.021735401868,0.000527321474127
yeast,isotonic,0.730821995263,0.173468039711,0.542191707609,0.0176659858709,0.0217741625342,0.00884222827922,0.0882882931505,0.00048609404799
yeast,sigmoid,0.73055509647,0.173096391561,0.513788904328,0.0178813841706,0.021834604056,0.00922243799275,0.0223708795847,0.000277959224487
zoo,None,1.0,0.0160488851323,0.131932611408,0.00293651494157,0.0,0.00392398834089,0.0106754420102,0.000172895164129
zoo,beta,1.0,0.00179343703155,0.0126256841984,0.00164098458801,0.0,0.00342370145577,0.0196509647789,7.42617471691e-05
zoo,beta05,1.0,0.00179340265587,0.0126259366652,0.0012999024991,0.0,0.00342359621893,0.019651267901,9.74319360639e-05
zoo,beta2,1.0,0.00179343715998,0.0126257943479,0.00129518482407,0.0,0.00342368636529,0.0196509581934,5.48209145504e-05
zoo,isotonic,1.0,0.00179324667162,0.0126128049107,0.00104047826756,0.0,0.00342349702831,0.0196521459697,4.49490966602e-05
zoo,sigmoid,1.0,0.00179344513553,0.0126252957306,0.00123999247362,0.0,0.00342374434649,0.0196504165423,6.79370142301e-05
