,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
,time,time,time,time,time,time,time,time,time,time,time,time
method,None,beta,beta05,beta2,isotonic,sigmoid,None,beta,beta05,beta2,isotonic,sigmoid
dataset,,,,,,,,,,,,
abalone,1.17441819333,0.0267916320282,0.0252713946049,0.025102420417,0.0244685003678,0.024950924548,0.0145372278724,0.000906221872134,0.000763718309826,0.000963722822175,0.00109962305197,0.000834343271455
autos,1.00575964147,0.0155575340826,0.0145923504558,0.0147912899198,0.014425572604,0.0148820957561,0.0112747869456,0.000546562904826,0.000210523114081,0.000967825997357,0.000367229223639,0.0014388825629
balance-scale,1.04371323789,0.0162333384649,0.015823578112,0.0159220677032,0.0153555669592,0.0156423119686,0.0122281109939,0.00016935635541,0.000993461159059,0.00121536739932,0.000303922475852,0.000321989670701
car,1.04768497631,0.0193290946102,0.0188676382546,0.0187672123295,0.0181860282923,0.0186120387951,0.0108173326669,0.000427479988751,0.000966041078052,0.00101623786273,0.000730565745098,0.000953081478149
cleveland,0.45037557688,0.015548649527,0.0149361078326,0.015039277467,0.0146332837276,0.0148883255504,0.0105285104405,0.000550526961567,0.000453845804372,0.000814586233823,0.000208956204524,0.000826641500026
credit-approval,1.16145379313,0.0170747951625,0.0164120456372,0.0164907374148,0.0161380441663,0.0164797009972,0.0107544344974,0.000760372817629,0.000407927376197,0.000927463788308,0.000446722579687,0.00116388567276
dermatology,0.41127579754,0.0167370315253,0.0163391560185,0.0163881767332,0.0159237542977,0.0162662390311,0.0349009916759,0.00139620250636,0.00158297254535,0.00175969768062,0.00117156000121,0.00157832106137
diabetes,0.99762767315,0.016904089906,0.0163634251895,0.0162391098339,0.0158797009973,0.0162957185132,0.0142254494429,0.000624462548667,0.000731842664116,0.000459551527257,0.000137873131706,0.00093575542562
ecoli,0.825154188262,0.0159261490567,0.0150891534527,0.0150026684457,0.0148646927011,0.0149336001779,0.0165822797125,0.00102960645084,0.000981941883684,0.000334968960383,0.000847014725014,0.000564422584422
flare,1.17265121021,0.0190362566498,0.0182689074768,0.0181169087084,0.0176083440243,0.0181649065189,0.0203842334132,0.000964684744928,0.000890880768188,0.000503050984964,0.000514125697558,0.000978850749775
german,0.439539764972,0.0191443013291,0.018243625665,0.0182485349207,0.0179592343614,0.0182637347976,0.0108304188311,0.00108137282536,0.000229148206718,0.000539968096917,0.000356597398815,0.000528319607316
glass,0.863909748379,0.0154258155009,0.0147245274627,0.0144945142916,0.0142937137579,0.0144057474214,0.0123825178924,0.00126200866524,0.00114974337141,0.000425939603358,0.000369581664163,0.000163542099557
heart-statlog,0.716057655531,0.0155298404064,0.0147289919775,0.0151555840646,0.0145268777476,0.0149222250731,0.0163596371801,0.000855671311179,0.000181314849089,0.00170619764461,0.000191165252687,0.000963386852466
hepatitis,0.568090354253,0.01564988967,0.0144943877115,0.0145640888798,0.014273306991,0.0144805562683,0.0121643153779,0.000798902425244,0.000363457065634,0.000993832989974,0.000218145185251,0.000719660414351
horse,0.530376935051,0.0160571321052,0.0154881681805,0.0154498451959,0.0151988368314,0.015397437608,0.0118221933929,0.000417696345545,0.000646591889023,0.000483112136761,0.000610428832598,0.000509008452268
ionosphere,0.572082848395,0.0172537212843,0.0167471374078,0.0168755478011,0.0162998032877,0.016447204119,0.0119325380974,0.000541301489891,0.00123844058431,0.00196865456634,0.000558550116538,0.000378663878708
iris,0.00486949932436,0.00165961239121,0.00132395272061,0.00133248148336,0.00104688595823,0.00125832606346,0.000133587214671,4.67464068776e-05,3.55229221342e-05,5.63607144612e-05,1.68652004909e-05,2.3331402995e-05
landsat-satellite,1.67044915414,0.0476384050906,0.0467263098476,0.0466498828279,0.045228093943,0.0463584646174,0.0144167189524,0.00154818515339,0.00143609229096,0.00113848260059,0.0012704849675,0.00154762230952
letter,3.35620158396,0.139089830827,0.151573972392,0.12912006979,0.143420755717,0.128660471083,0.0310058209284,0.00576569257678,0.00756882277944,0.00290055270395,0.0062810325327,0.00309453103391
libras-movement,0.670910333385,0.0198013444861,0.0185331862267,0.0186015292246,0.0182769333402,0.018482578129,0.0116860954287,0.000874192172357,0.000491867469782,0.000448886176761,0.000532350465549,0.00023135099027
lung-cancer,0.0384963069397,0.00216633311096,0.00160307555464,0.001618295958,0.00136362019124,0.00164283881562,0.0016305174938,0.000169133826988,4.57335522906e-05,4.78441966417e-05,4.70971040589e-05,0.000194148113623
mfeat-karhunen,2.84891951557,0.0320070269068,0.0309324985888,0.031298027745,0.0301677118078,0.0309219616496,0.0122915085434,0.00136866001732,0.000407201012958,0.00179527818903,0.000480794279989,0.000791549152206
mfeat-morphological,0.838163271241,0.0202565128889,0.0190464925335,0.0192647337541,0.0183168916029,0.0191569080241,0.0109750637771,0.000990957867539,0.000203232044423,0.000727874406623,0.00033012893628,0.000537456347272
mfeat-zernike,2.40176884419,0.0289150100066,0.0279801371856,0.0279222592839,0.0273822616788,0.0279367886282,0.0167020667897,0.000477607104149,0.000907799713227,0.000430700889312,0.000927258605636,0.000715263937127
mushroom,1.20209424403,0.0482869947486,0.0474923521665,0.0474752262191,0.0454518875831,0.0477042951711,0.0112163378744,0.00141300596186,0.00131650810472,0.00125206818494,0.00191069539361,0.00225367597915
optdigits,1.32467072065,0.0566624758386,0.055787639623,0.0559456594995,0.0543992405193,0.0554567215751,0.0173122257795,0.000979124342461,0.000590545698675,0.00131248617986,0.000979131910089,0.000433882149388
page-blocks,1.33498746173,0.030675708592,0.0302588734369,0.0298765672841,0.0287132207797,0.0296375087665,0.00919489942795,0.00108080703927,0.00170629013865,0.00122940676258,0.00146893377599,0.00132157840247
pendigits,1.39165468603,0.0629078873095,0.0610794512581,0.0577052154428,0.0587256153675,0.0529061904518,0.0157337042443,0.00415325494182,0.00329731700499,0.00282025673128,0.00333589061835,0.000431537722712
scene-classification,10.6690013958,0.0772044987257,0.0764726501428,0.0765956141702,0.0759278835462,0.0763986384085,0.0326880225365,0.00197339535597,0.00169817902262,0.00213913120721,0.00188546701607,0.0027847359696
segment,1.31658201536,0.025627974205,0.025183329057,0.0249274798583,0.023985196969,0.0248676758865,0.0118083784661,0.000318724154571,0.00149152808574,0.000998912535284,0.000504776890425,0.000994758936909
shuttle,6.06153899865,0.294498544329,0.330595429432,0.324442729341,0.29309968355,0.287546870563,0.0406648223929,0.00702595513098,0.0117012025552,0.0113580259403,0.0107466458022,0.00730073908323
sonar,1.29937043841,0.0163700073553,0.0155867193514,0.0157019414653,0.0152998272352,0.0157480747849,0.0134963789838,0.000370676457429,0.000352423138753,0.00113046049848,0.000171282371891,0.00132102873032
spambase,1.46672037769,0.0458509125742,0.0452220694138,0.0451280785481,0.0440602487128,0.0448860300029,0.0127271883604,0.00148993070911,0.00114221147726,0.00127980628643,0.000799324304991,0.00109147542225
tic-tac,1.07656201228,0.0176660303449,0.0170462017413,0.017112663143,0.0165774926874,0.0169741468672,0.0112328355693,0.000848867298285,0.0006423333084,0.000935233783659,0.000186024308146,0.000767825156206
vehicle,0.743526368006,0.018171334736,0.017540962351,0.017529905407,0.0171502437522,0.0173585261969,0.0130576411853,0.000278248527236,0.00057719474648,0.000338776942833,0.000570935740307,0.00024646448816
vowel,0.455586794615,0.017982477207,0.0173967636544,0.0172351379552,0.0168041566172,0.017161577804,0.0096960803865,0.000360969017622,0.000935567140724,0.000424113069306,0.000334422095167,0.000735143014461
waveform-5000,2.53762355074,0.0436096029832,0.0424396093122,0.0424397872086,0.0413538461538,0.0422286960538,0.013958604714,0.00216290585975,0.00104702248355,0.00122216308093,0.00119197249712,0.00160196326115
wdbc,0.694765525735,0.0182648637553,0.0174568105233,0.0174867176408,0.0171620978088,0.0174338071535,0.0119214718491,0.000294660075906,0.000186968164275,0.000366937766242,0.000478488695496,0.000332934168952
wpbc,0.676985426182,0.0161526179846,0.0150187680676,0.0150406219531,0.0147172952909,0.014864241118,0.0119391048524,0.00117382850642,0.000569758654768,0.000983196310827,0.000295273629685,0.000175296477049
yeast,0.606786113819,0.0187556695917,0.0181287901336,0.0180237354818,0.0176659858709,0.0178813841706,0.0127723201734,0.000410121138089,0.000367723718347,0.000527321474127,0.00048609404799,0.000277959224487
zoo,0.00293651494157,0.00164098458801,0.0012999024991,0.00129518482407,0.00104047826756,0.00123999247362,0.000172895164129,7.42617471691e-05,9.74319360639e-05,5.48209145504e-05,4.49490966602e-05,6.79370142301e-05
