,mean,mean,mean,mean,std,std,std,std
,time,time,time,time,time,time,time,time
method,None,beta2,isotonic,sigmoid,None,beta2,isotonic,sigmoid
dataset,,,,,,,,
horse,0.000671244077248,0.0014900874087,0.00120871692239,0.00138628145259,1.68295215073e-05,6.08007837025e-05,3.00367752375e-05,5.1635161343e-05
ionosphere,0.000698280905219,0.00151955320641,0.00123369425771,0.00142480628111,1.92216835875e-05,3.54946746863e-05,5.10525479395e-05,5.62355187254e-05
iris,0.0005695181403,0.00138691777424,0.00110108277313,0.0013119618207,2.22161779131e-05,4.67519836175e-05,3.72687850958e-05,4.68408025918e-05
landsat-satellite,0.00249455534459,0.00445138810489,0.00305016677785,0.00401683515506,4.765428704e-05,0.00010112142808,4.39387113762e-05,7.69721410551e-05
letter,0.0113424778912,0.0206950685072,0.0127046338585,0.019832609774,0.00103568723535,0.0016253046217,0.000980539579438,0.00232408018772
libras-movement,0.000816941208669,0.00166368006021,0.00132850960469,0.00154070919074,3.04650756341e-05,0.000106005648088,4.66660179508e-05,6.2352427363e-05
lung-cancer,0.00794049366244,0.00738649698089,0.00710791125708,0.00737735242298,0.000253281241849,0.00012921229885,0.000161984384801,0.000124261110785
mfeat-karhunen,0.00153865311917,0.00283601375276,0.00199159097518,0.00251153418519,3.72794973733e-05,0.000973436595732,5.26252144055e-05,8.10942120615e-05
mfeat-morphological,0.000875664117958,0.00236071226972,0.00147751834556,0.00218076324387,3.48884914798e-05,9.24728157462e-05,7.0571486622e-05,0.00010466690842
mfeat-zernike,0.00136290176357,0.00283073501993,0.00186335163614,0.00241229879749,8.86104772209e-05,0.000350719420383,8.40029792874e-05,0.00013027443716
mushroom,0.00245031730555,0.00490663861378,0.00333274148578,0.00439537811532,5.12105884361e-05,0.000146302867573,0.000804797481192,0.000145473658855
optdigits,0.00441403328715,0.00574098629856,0.00350604676622,0.0048489043978,0.000103248140799,0.000210128203149,7.66071683671e-05,0.000213695952241
page-blocks,0.00147319067413,0.00357910401807,0.00222112519458,0.00297619609654,4.45699244796e-05,0.000122802212309,0.00019793665134,0.000118840326051
pendigits,0.00306481586015,0.00725377602162,0.00389413113016,0.00620904534647,0.000325409662997,0.000707440108193,0.000310285569608,0.000541783908989
scene-classification,0.00773900891192,0.00842253126016,0.00738784146696,0.00806570876311,0.000255791405643,0.00023997192699,0.000193937708797,0.00106910050931
segment,0.00115266245873,0.00270350147962,0.00173354201947,0.00255049691247,5.91909611586e-05,0.000171126004791,7.83394670436e-05,0.00019230365154
shuttle,0.0232749388481,0.0488196814971,0.0287422692051,0.0413052838645,0.00161731273901,0.00294106773151,0.0016003467844,0.00236574751211
sonar,0.000705150442172,0.0014763243872,0.00120826533929,0.00138030823968,3.99897726271e-05,5.74627299613e-05,4.04894150359e-05,9.87230167755e-05
spambase,0.00281404697149,0.00439057149211,0.00287306067293,0.0037137749953,5.69001582517e-05,8.59341657333e-05,6.17055235559e-05,6.38552877768e-05
tic-tac,0.000753907733357,0.00170973127384,0.00130219462548,0.00163423821009,3.62789356905e-05,0.000618136756934,6.26343667404e-05,9.04029590067e-05
vehicle,0.00076980893245,0.00165070388806,0.00130698756436,0.00153895759566,4.9205078678e-05,0.000105252141329,6.56640512767e-05,8.82104562152e-05
vowel,0.000747332409641,0.00175174902927,0.00129761379381,0.00160743401584,1.60552910599e-05,5.60771349719e-05,2.81685853122e-05,2.98970161789e-05
waveform-5000,0.00229423034159,0.0039981012983,0.00284292776381,0.00373990181488,0.000159275008016,0.000247949749315,0.000193142264679,0.000489556444623
wdbc,0.000752135611775,0.0016335232035,0.00128180154291,0.00150403174766,2.23685446702e-05,4.35786974427e-05,2.42033582523e-05,5.51683580037e-05
wpbc,0.000639900104343,0.00140403687929,0.00114737688374,0.00130975180035,1.95678847876e-05,5.44098911897e-05,3.33349039242e-05,5.47710384841e-05
yeast,0.000829181847727,0.00186960195686,0.00140771454474,0.00172997724979,3.49806726621e-05,7.81874315442e-05,3.22880532165e-05,0.000101068250834
zoo,0.000591180445083,0.0014004310566,0.00112320692427,0.00131874240947,1.31588253238e-05,2.78521560692e-05,2.09337482778e-05,3.26913378815e-05
