,,mean,mean,std,std
,,acc,loss,acc,loss
hepatitis,sigmoid,0.795040322581,0.426430293001,0.0126006665562,0.0901596410691
horse,None,0.498148467167,2.56834441689,0.106764027942,1.50061062729
horse,beta,0.80563008243,0.48603313043,0.0402854741864,0.0494969341145
horse,beta05,0.635696304529,0.630370922362,0.135217611354,0.0569161440728
horse,beta2,0.808613688988,0.520506850311,0.0353538708978,0.0453666010204
horse,isotonic,0.806907844772,0.740364586511,0.0382742877722,0.40634417837
horse,sigmoid,0.67072381217,0.594445909285,0.063391924213,0.0405169719314
ionosphere,None,0.886869215292,1.0767811146,0.0339634063671,0.393098925864
ionosphere,beta,0.895452716298,0.293027038158,0.0332758938284,0.0606904642676
ionosphere,beta05,0.888289738431,0.293837998423,0.0337400891938,0.0582154375211
ionosphere,beta2,0.90000804829,0.290592068166,0.0345055298439,0.059962586806
ionosphere,isotonic,0.898004024145,0.424917065559,0.0368450243907,0.370234053513
ionosphere,sigmoid,0.893436619718,0.318548035199,0.0336533626573,0.0682863246918
iris,None,1.0,0.000276212766768,0.0,0.00191069148088
iris,beta,1.0,0.000287085417112,0.0,0.00172606156051
iris,beta05,1.0,0.000319470099739,0.0,0.00191676922997
iris,beta2,1.0,0.000327200721569,0.0,0.00192060669177
iris,isotonic,1.0,0.00829805413929,0.0,0.0136537288903
iris,sigmoid,1.0,0.000283903008291,0.0,0.00191123258301
landsat-satellite,None,0.935292525757,0.630478287364,0.00673878066773,0.0943256085643
landsat-satellite,beta,0.938120566121,0.180434157788,0.00653796779548,0.0158848475877
landsat-satellite,beta05,0.935323750853,0.184149823554,0.00668879373168,0.0157862456297
landsat-satellite,beta2,0.937421431501,0.183004561869,0.00637802833439,0.0159717229353
landsat-satellite,isotonic,0.938261043054,0.190658032674,0.00666483814326,0.0273925705576
landsat-satellite,sigmoid,0.936162419438,0.221495925217,0.00694139724292,0.0171989873649
letter,None,0.972637386154,0.0871460722946,0.00108512358722,0.00630395833862
letter,beta,0.972457366313,0.0805382903815,0.0020081907907,0.00346262263147
letter,beta05,0.972791672451,0.0839505871204,0.00106827239925,0.00449885988211
letter,beta2,0.97041163722,0.0830184142475,0.00189926775661,0.00435501741991
letter,isotonic,0.973634448422,0.0769192299306,0.00174204407302,0.0043267763585
letter,sigmoid,0.971168736758,0.0854966410325,0.00186039919024,0.00324686388317
libras-movement,None,0.949466666667,0.379658890392,0.0262411630736,0.374506226277
libras-movement,beta,0.9624,0.124152796639,0.0206255900761,0.065494649724
libras-movement,beta05,0.957933333333,0.141751446024,0.0256956722756,0.062247017952
libras-movement,beta2,0.961266666667,0.127579032054,0.0203917416925,0.0587778727693
libras-movement,isotonic,0.963133333333,0.2555979197,0.0193360307759,0.31121318649
libras-movement,sigmoid,0.956333333333,0.132514878162,0.0239353816416,0.0527770877642
lung-cancer,None,0.942526315789,0.712894117503,0.0339611667309,0.98051717672
lung-cancer,beta,0.942526315789,0.165037751173,0.0339611667309,0.0649599895745
lung-cancer,beta05,0.942526315789,0.167819016628,0.0339611667309,0.0659320728289
lung-cancer,beta2,0.943578947368,0.159841624142,0.0332580792599,0.0646524189526
lung-cancer,isotonic,0.932052631579,0.172551835415,0.0355842110903,0.0685705563875
lung-cancer,sigmoid,0.931,0.171580050216,0.0358989684753,0.0665065333167
mfeat-karhunen,None,0.98395,0.12258564455,0.005999362211,0.0798530236257
mfeat-karhunen,beta,0.9837,0.055306012772,0.00578615518602,0.0192793655192
mfeat-karhunen,beta05,0.98395,0.0560307092163,0.00608381090288,0.019200907846
mfeat-karhunen,beta2,0.984,0.0601901150025,0.00612372435696,0.0217373603952
mfeat-karhunen,isotonic,0.98385,0.0921873572075,0.00608632626031,0.0831794136002
mfeat-karhunen,sigmoid,0.984,0.0637313448237,0.00597614304667,0.0209055589414
mfeat-morphological,None,0.9985,0.0552620432054,0.00195615199109,0.0720673021586
mfeat-morphological,beta,0.9985,0.0127852568285,0.00195615199109,0.0173023300607
mfeat-morphological,beta05,0.9985,0.0127859205328,0.00195615199109,0.0173067152968
mfeat-morphological,beta2,0.9985,0.0127688235953,0.00195615199109,0.0169886718337
mfeat-morphological,isotonic,0.9985,0.0176031193565,0.00195615199109,0.0408816366708
mfeat-morphological,sigmoid,0.9985,0.0127098186687,0.00195615199109,0.0169472326187
mfeat-zernike,None,0.92635,1.19245719242,0.00923350708351,0.182436296964
mfeat-zernike,beta,0.9702,0.0925458650178,0.00793532530871,0.021881508529
mfeat-zernike,beta05,0.92775,0.135086488743,0.00885325375446,0.0159200082483
mfeat-zernike,beta2,0.96815,0.0966898304292,0.00814113390287,0.0213139458348
mfeat-zernike,isotonic,0.97325,0.106508828682,0.00761393057333,0.0589623318749
mfeat-zernike,sigmoid,0.93175,0.138404236279,0.0085154421554,0.0162880148352
mushroom,None,0.909712786414,0.611128497045,0.0105716969702,0.0870153097612
mushroom,beta,0.903139560356,0.257881165238,0.00702894960893,0.0147805738933
mushroom,beta05,0.909417409368,0.317510254721,0.011924469857,0.0166787951688
mushroom,beta2,0.91399600789,0.308779555655,0.00632521622662,0.0223524515358
mushroom,isotonic,0.926145051142,0.227943002343,0.00531497342936,0.0193017042635
mushroom,sigmoid,0.917245769527,0.269457533292,0.00575767300232,0.0194396668081
optdigits,None,0.543379611876,11.9772132441,0.0263749388508,1.0909166844
optdigits,beta,0.898220810425,0.243641648913,0.00021098268394,0.0102942879242
optdigits,beta05,0.898078175279,0.312919566033,0.000376399785872,0.00649354645367
optdigits,beta2,0.898220810425,0.248237036972,0.00021098268394,0.0106467368927
optdigits,isotonic,0.886584112911,0.3410845739,0.0167858561803,0.103133214359
optdigits,sigmoid,0.898220810425,0.269799643322,0.00021098268394,0.00602057427932
page-blocks,None,0.898795770514,0.991828454523,0.0101387293303,0.146604818019
page-blocks,beta,0.909264486546,0.209556268488,0.0102667931215,0.0116319470776
page-blocks,beta05,0.899125122834,0.209599189574,0.0101648526458,0.0118011726833
page-blocks,beta2,0.921031344463,0.226848202718,0.00497856088348,0.0114158277658
page-blocks,isotonic,0.921469784776,0.193935925222,0.00463370897564,0.0244501513912
page-blocks,sigmoid,0.911385016248,0.260698016402,0.0093685193701,0.0110093585652
pendigits,None,0.97232551298,0.328378868861,0.00235405744381,0.0365380085371
pendigits,beta,0.971870760519,0.0762877112687,0.00253918252012,0.00561856151961
pendigits,beta05,0.972343669963,0.0766956829709,0.00233229094586,0.00552037052142
pendigits,beta2,0.971634272694,0.0766185680388,0.00274247899889,0.00562775767333
pendigits,isotonic,0.960627638003,0.0932404259676,0.00546451207508,0.015808135004
pendigits,sigmoid,0.972161723451,0.0855642538954,0.00247447067596,0.00591475176406
scene-classification,None,0.605677297829,11.5697877889,0.0215653790642,0.710820643134
scene-classification,beta,0.778563468512,0.451687823693,0.000702327514287,0.0150979590306
scene-classification,beta05,0.777898617737,0.479526434179,0.00138844542041,0.0144418231557
scene-classification,beta2,0.778563468512,0.453170861785,0.000702327514287,0.0150904796734
scene-classification,isotonic,0.735676583981,0.589950352458,0.0379297428763,0.095143089393
scene-classification,sigmoid,0.778563468512,0.463350762274,0.000702327514287,0.0133131372956
segment,None,0.837532467532,1.25326921313,0.0151193605774,0.132378062558
segment,beta,0.960735930736,0.1096903781,0.00847958659915,0.0218408071021
segment,beta05,0.841558441558,0.23847567144,0.0153739058685,0.0142658063976
segment,beta2,0.960086580087,0.112790925387,0.00880213983096,0.0223735735994
segment,isotonic,0.964372294372,0.138345501447,0.00748797474954,0.0830144233676
segment,sigmoid,0.901038961039,0.195963409292,0.0141026264853,0.0213553618935
shuttle,None,0.894575411145,0.674648151546,0.00172497882731,0.0245091089155
shuttle,beta,0.894894616029,0.276425272444,0.00146190088527,0.00278913723546
shuttle,beta05,0.894643394839,0.276824112282,0.00171343694266,0.00283741956645
shuttle,beta2,0.89713105503,0.285343127291,0.00164722507359,0.00319368539878
shuttle,isotonic,0.899156660329,0.206079005483,0.00162198015043,0.00232306706235
shuttle,sigmoid,0.895212837686,0.322253885692,0.00199171848931,0.00310415284868
sonar,None,0.681735137617,1.9675737553,0.0740725726212,0.910513495884
sonar,beta,0.714710855414,0.533802142447,0.0716524210662,0.0684941256123
sonar,beta05,0.689369581071,0.562326801611,0.0665652952827,0.0679866788328
sonar,beta2,0.70127029144,0.560489339971,0.0763401358114,0.0697266452881
sonar,isotonic,0.73882667531,0.653642265087,0.0621859554951,0.427226034078
sonar,sigmoid,0.69933068633,0.590804084488,0.0766466407858,0.0627567013531
spambase,None,0.81421551774,4.96638004075,0.0125716690067,0.454140427099
spambase,beta,0.840599575378,0.361724418373,0.0109959583358,0.0221804558105
spambase,beta05,0.820626607546,0.391395646523,0.0117538775081,0.0168930557628
spambase,beta2,0.833926765036,0.373392154112,0.0110512697664,0.0191762033365
spambase,isotonic,0.665368839046,0.697729803174,0.0780275540977,0.126607509735
spambase,sigmoid,0.823386228008,0.402778009014,0.0115178436743,0.01443197926
tic-tac,None,0.713140485265,0.588959884284,0.0183327614035,0.0162097572069
tic-tac,beta,0.715132178607,0.579182302526,0.0256508076516,0.022050729793
tic-tac,beta05,0.71376659297,0.586703150182,0.0189187507913,0.0167439732373
tic-tac,beta2,0.715230380056,0.582969195864,0.0272308553998,0.0216293213513
tic-tac,isotonic,0.71991687973,0.589203610986,0.0218805588443,0.0766834215122
tic-tac,sigmoid,0.715651932493,0.581661875701,0.0271022276715,0.0219177585516
vehicle,None,0.810041167313,0.4368463006,0.0348529647612,0.13786525509
vehicle,beta,0.819895553098,0.387712729203,0.0289497063282,0.0417685256092
vehicle,beta05,0.815152782703,0.394205636789,0.035008706476,0.0410767600086
vehicle,beta2,0.81444773886,0.414183105204,0.0262984286744,0.0429668551286
vehicle,isotonic,0.826147301799,0.384745079812,0.0281657559797,0.075111793583
vehicle,sigmoid,0.817049481512,0.402153420095,0.0284614540512,0.0456669592626
vowel,None,0.950101010101,0.111603679824,0.0130525841855,0.0236374503896
vowel,beta,0.953232323232,0.111645638058,0.013758169352,0.023277993439
vowel,beta05,0.950404040404,0.113325895309,0.0132524580045,0.0231170334766
vowel,beta2,0.953232323232,0.111414698268,0.013758169352,0.0226679999242
vowel,isotonic,0.953737373737,0.160951540267,0.0127180747686,0.129829705149
vowel,sigmoid,0.953535353535,0.125726097169,0.0131067114896,0.0295209561789
waveform-5000,None,0.855898683919,0.358889777781,0.011742289936,0.0303325661642
waveform-5000,beta,0.863878430018,0.29085821897,0.0115175187131,0.0159517911121
waveform-5000,beta05,0.856418584379,0.302361525205,0.0118056689484,0.0162840183232
waveform-5000,beta2,0.863678969799,0.291533435638,0.0109898813073,0.0160791430539
waveform-5000,isotonic,0.862878768999,0.306567463702,0.0117377220903,0.0322227555831
waveform-5000,sigmoid,0.863458209798,0.305848781896,0.011356104727,0.0166860528511
wdbc,None,0.93355598307,0.510768088464,0.0200506566277,0.23848640044
wdbc,beta,0.933375913813,0.146197515093,0.0195867458023,0.0399208506857
wdbc,beta05,0.933732974221,0.14508439852,0.0209089617606,0.0390081819164
wdbc,beta2,0.934627164294,0.14399181822,0.0204713550512,0.0380933660723
wdbc,isotonic,0.932490958061,0.202595752473,0.0197872260912,0.149999843228
wdbc,sigmoid,0.93355598307,0.22271974747,0.0212619599397,0.0511273697555
wpbc,None,0.675175438596,1.36471865598,0.0609123233983,0.618986825361
wpbc,beta,0.755178812416,0.534580546154,0.0298469982937,0.0488142655368
wpbc,beta05,0.714430499325,0.592107456173,0.0624405179618,0.0694174210504
wpbc,beta2,0.761428475034,0.534325691793,0.0165620838339,0.0442685511978
wpbc,isotonic,0.761282051282,0.775240005769,0.0442302238093,0.6220147731
wpbc,sigmoid,0.762955465587,0.536196407054,0.00709534074401,0.0293669760099
yeast,None,0.488843194908,1.93559888043,0.102783667468,1.94041847347
yeast,beta,0.690754116475,0.555394831526,0.0122048334027,0.0179897551795
yeast,beta05,0.687120116064,0.611942988192,0.00797087402744,0.0285859898409
yeast,beta2,0.684225436533,0.576252728413,0.00588922969751,0.0209913693447
yeast,isotonic,0.69615833551,0.560734144962,0.0172219303765,0.0517950388901
yeast,sigmoid,0.686248493359,0.566779585286,0.00390937831271,0.0268199876878
zoo,None,0.982581681476,0.58488047427,0.0302441564798,1.04960144949
zoo,beta,0.982581681476,0.135638038254,0.0302441564798,0.197704151742
zoo,beta05,0.982581681476,0.135640241541,0.0302441564798,0.197703267009
zoo,beta2,0.982581681476,0.135778717672,0.0302441564798,0.197949099373
zoo,isotonic,0.982581681476,0.314374209966,0.0302441564798,0.628257938977
zoo,sigmoid,0.982581681476,0.135636844306,0.0302441564798,0.197704626727
