,mean,mean,mean,mean,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta2,isotonic,sigmoid,None,beta2,isotonic,sigmoid
dataset,,,,,,,,
abalone,0.302441223854,0.216492161302,0.215824053611,0.216941662118,0.0122083709806,0.00329324995716,0.00371498724047,0.00379148845391
autos,0.221477722277,0.185844344647,0.17813292831,0.188723692563,0.0541351744182,0.0160451708246,0.0229598427403,0.0159887562813
balance-scale,0.0769682154737,0.0342439103066,0.0335933500718,0.0340816090509,0.00551628591269,0.0109708984381,0.0112884053474,0.0110792156827
car,0.134402336073,0.131591615837,0.129404479698,0.134211574541,0.0064338789413,0.00955817077645,0.00871098127992,0.0109446745858
cleveland,0.1377815612,0.128404052303,0.130408565434,0.129345738112,0.0379935163118,0.0267731143603,0.0279539861081,0.0298988883673
credit-approval,0.161584642861,0.12334290526,0.117299592166,0.14003731524,0.030099635505,0.0175976360712,0.0194862960375,0.0210944746418
dermatology,0.0111400443621,0.0109205632868,0.011089909,0.0112638793467,0.00994404173048,0.00937862566244,0.00956083517924,0.00954794894071
diabetes,0.178510271692,0.170616858301,0.168747470947,0.170651250703,0.0217934175152,0.012428790893,0.0146861637555,0.0148303928327
ecoli,0.254418894779,0.0318405347842,0.0336275734019,0.0800808976873,0.0496959110765,0.0183386113783,0.0199999079271,0.022550223931
flare,0.462256428597,0.136628567105,0.136041788534,0.18578884073,0.0321071524344,0.00748078053689,0.00803711618438,0.00501760203046
german,0.197456674166,0.186399574041,0.174213484724,0.173601725555,0.023543256497,0.00663754911851,0.0112401249526,0.00969621911897
glass,0.302585146735,0.203964368626,0.208801263057,0.207575468962,0.0686414916479,0.0141495052278,0.0241814656273,0.0163039671364
heart-statlog,0.129769018511,0.1216450356,0.122870244549,0.122844819786,0.038929141991,0.0267437633911,0.0300467912454,0.0311329640527
hepatitis,0.308210566146,0.114398946685,0.113884716353,0.128242661086,0.096939532171,0.0269601048109,0.0419577211638,0.0212717696569
horse,0.384340841056,0.16056117011,0.149271567253,0.202059484632,0.104302581833,0.0156716963468,0.0225987491757,0.018716549111
ionosphere,0.0987968057842,0.0867710713057,0.0853949220253,0.0895357834298,0.0301385243697,0.0207022882553,0.0226929899444,0.024344191526
iris,7.4091661383e-05,7.53688480169e-05,0.00129631217262,7.40759796659e-05,0.00052378364963,0.000528243045729,0.00222126239267,0.000523794964109
landsat-satellite,0.0595205022423,0.0501464538738,0.0497699281546,0.0566900496082,0.00617334837784,0.00471831180901,0.00485072235789,0.00551661151096
letter,0.020700848888,0.0206335202697,0.0195799896454,0.0214416395023,0.000793790103648,0.000674792327595,0.000762347554534,0.000957095142543
libras-movement,0.037522348342,0.0306822469339,0.0290240119091,0.0337809374178,0.0207988664277,0.0128066778014,0.0149934997107,0.0142506868717
lung-cancer,0.038556479859,0.0370398107937,0.0414058969411,0.0405686732222,0.0233886523973,0.020769606695,0.0212056493197,0.0208537122415
mfeat-karhunen,0.0128883496619,0.0128861985871,0.0128263238806,0.0136211580509,0.00482789376425,0.00374495673145,0.00448778080712,0.00515567719537
mfeat-morphological,0.0015,0.00149983470382,0.00150317874724,0.0014998328748,0.00195615199109,0.00195229319003,0.00194915647533,0.00195220907186
mfeat-zernike,0.0707614375527,0.0252095444265,0.0217257879147,0.0433817603737,0.00826885306037,0.00486465157672,0.00550026786961,0.00357738339158
mushroom,0.0782553275768,0.0794625985376,0.0621104432065,0.0707163298441,0.00848227562871,0.00428536666251,0.0039853098808,0.00557923338739
optdigits,0.424952512164,0.0772991025571,0.0835714394067,0.0825144353678,0.0204448728632,0.0020547735727,0.00602526688389,0.000897017221968
page-blocks,0.0909552320915,0.0641070965089,0.0565985972452,0.071778462532,0.00933798252414,0.00398760905295,0.00340148336593,0.00383052599471
pendigits,0.0265098835931,0.0225127078212,0.0257710128468,0.0230185056256,0.00216650622934,0.00178324180858,0.00219781952783,0.00171845315317
scene-classification,0.382020287062,0.148196380543,0.159986950192,0.151950364744,0.0212961382165,0.00426358567647,0.00767958616006,0.0037478754
segment,0.147704482521,0.0305837138322,0.0292210215179,0.0657413585851,0.0134871425379,0.00529646690514,0.005839216233,0.0044904734122
