,mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier,brier
method,None,beta,beta05,beta2,isotonic,sigmoid,None,beta,beta05,beta2,isotonic,sigmoid
dataset,,,,,,,,,,,,
shuttle,0.146174472155,2.43223179691e-05,2.48613546885e-05,2.43854151371e-05,2.49946295195e-05,2.46457013112e-05,0.00866260827495,4.24782526738e-05,4.17857949962e-05,4.19599380123e-05,4.48720110293e-05,4.19564787979e-05
sonar,0.213674764193,0.130952319255,0.130183271897,0.131127659561,0.132243258087,0.131080979905,0.00445275079156,0.0290177064237,0.0286748676956,0.0286876635904,0.0314287542483,0.0287083946985
spambase,0.226784773712,0.0467762380488,0.0468800972489,0.0473848279294,0.042559956344,0.0473786452578,0.00203179768453,0.0033045613313,0.00334980353289,0.00335838534102,0.00367103669698,0.00335879427878
tic-tac,0.247777428966,0.0446707807975,0.0556836220845,0.0445947645777,0.0427440109044,0.0448905952556,6.6988497962e-05,0.00944612661607,0.0112322551784,0.00946216830976,0.0101443215988,0.00943259819988
vehicle,0.191534422299,0.0175243289026,0.0175380462691,0.0177114024164,0.0180005669327,0.0177127842022,0.00433861900482,0.00535013386527,0.00528313488995,0.00524643174136,0.00557924647876,0.00525128035696
vowel,0.122528914672,0.0171676733398,0.0182284399507,0.017476827048,0.0170013760941,0.0174458560861,0.00445901602645,0.00554588718402,0.00537627719042,0.00539304904121,0.00592894419655,0.0054000291783
waveform-5000,0.238162703981,0.0801796139506,0.079985686074,0.0809766779355,0.079468983175,0.0810058993857,0.00180172953035,0.00398689609048,0.00416034718826,0.00387867186607,0.00423906520213,0.00387615033571
wdbc,0.120990480917,0.0237572556467,0.0235254621901,0.0240793514124,0.0240081537369,0.0240168668754,0.0111308719748,0.00957744132773,0.00930299012482,0.00934805789744,0.00981739064571,0.00937562243163
wpbc,0.216349099211,0.164107460776,0.166006106143,0.163983679034,0.162922655032,0.16388146849,0.00604992109546,0.0131877036334,0.017209187837,0.0115559386742,0.0173704607056,0.011611458297
yeast,0.239849722895,0.1851054271,0.188614345166,0.185882969708,0.175193294622,0.185887260911,0.000930094224664,0.00353153159651,0.00492200091803,0.00335304963647,0.00644489135753,0.00334974552537
zoo,0.00163554509169,0.00179343437085,0.00179341088177,0.00179221952326,0.00179324667162,0.00179343109957,0.00348882338421,0.00342370351336,0.00342362814532,0.00342131766922,0.00342349702831,0.00342370194324
