,mean,mean,mean,mean,std,std,std,std
,time,time,time,time,time,time,time,time
method,None,beta2,isotonic,sigmoid,None,beta2,isotonic,sigmoid
dataset,,,,,,,,
ionosphere,0.571736740058,0.0165438135094,0.0163694061924,0.0191379632694,0.0116738893963,0.00064830757095,0.00104629155024,0.000533497488526
iris,0.00493596312748,0.00131040516862,0.00108270064484,0.00543391346525,0.000817787366336,4.53980001327e-05,5.0413167701e-05,0.000154301916481
landsat-satellite,1.66921578116,0.0467060776571,0.0454344984721,0.0526904278675,0.0186198792649,0.000809269828448,0.00133108692319,0.00121992327572
letter,3.34135977496,0.12945527819,0.133864851435,0.14450093011,0.0356978733269,0.00284435677256,0.007743111151,0.00405842978953
libras-movement,0.671761262452,0.0188042835504,0.0185539861292,0.0239958433721,0.0125858384418,0.000544938781702,0.000985572655151,0.00196819863998
lung-cancer,0.0385360767077,0.00161833432118,0.00140428680047,0.00524776837833,0.00144692938774,4.2730720306e-05,5.11981727754e-05,0.0012413246193
mfeat-karhunen,2.84390039488,0.0307082671565,0.0299204031416,0.0352667571546,0.0150846872245,0.000927257407462,0.000511930078299,0.0015089512519
mfeat-morphological,0.831281084692,0.0193565061063,0.0187518245116,0.0242773137921,0.0131748748322,0.000706729744184,0.00129962396926,0.00182673530309
mfeat-zernike,2.39443080626,0.0278566938387,0.0272540477943,0.0318195202429,0.0168052520598,0.000771641966418,0.00131526096446,0.00178458916355
mushroom,1.19685776379,0.0473599066726,0.0448332550758,0.0569458090328,0.011009273162,0.00142528097711,0.00132380584624,0.00121639062829
optdigits,1.31678375186,0.055611425424,0.0543482347588,0.0607803341895,0.0203452882125,0.000958841105675,0.00129042500412,0.000845788839114
page-blocks,1.32341345362,0.0294124666336,0.0281536139143,0.0339450007996,0.0168331976539,0.000473482384316,0.000436368766547,0.000614452303218
pendigits,1.40107822928,0.0584157158167,0.0578189301045,0.06237121424,0.014350816806,0.002764075308,0.00343695547003,0.00198086055777
scene-classification,10.665375423,0.0774281797135,0.0759259333383,0.0791463278416,0.0390789035073,0.00238393218449,0.00157138995912,0.00151799766855
segment,1.30601729534,0.0248367069586,0.0240925884587,0.0314870344855,0.0149102919387,0.00115435307314,0.00114462233565,0.00233220262042
shuttle,6.06853820634,0.313617379836,0.280883832514,0.428020529979,0.0320660602838,0.0120842568542,0.0134214493438,0.035919703142
sonar,1.29448793851,0.0156357665002,0.015410066737,0.0174386208891,0.0146648712552,0.000246217422082,0.000213852644483,0.000853474688722
spambase,1.46876094686,0.0450867649033,0.0442804851452,0.0491619571046,0.0162032774591,0.000982405353824,0.00134413328096,0.00155135336823
tic-tac,1.06790553336,0.0169757880701,0.0167512138465,0.0201300357419,0.0135080218893,0.000303355064947,0.000638266953056,0.00143219875532
vehicle,0.745827270729,0.017600507006,0.0171301717303,0.0207274577773,0.0119262257217,0.000437282346164,0.00019025055406,0.000918335038352
vowel,0.456621811007,0.0175946672004,0.017095368952,0.0202651928598,0.00877231992277,0.000532864616028,0.000245805448503,0.000818419836722
waveform-5000,2.53695238437,0.041948326102,0.0408834869832,0.0456382108711,0.0154994783893,0.000415953844469,0.00128052489383,0.000595258170306
wdbc,0.693484165899,0.0177398481206,0.0172746958007,0.0213546399,0.0120060797291,0.000946320408965,0.000917206426172,0.00121797990499
wpbc,0.672100077231,0.0149637817445,0.0149153356477,0.0163626495338,0.0140632256883,0.000312114680809,0.000744809004319,0.000668410797583
yeast,0.605928955874,0.0184589857999,0.0180373805718,0.0204080782267,0.0107763342213,0.000265036692131,0.000515149766443,0.000883792765512
zoo,0.00293157557581,0.00128402169997,0.00106416174242,0.00519297615415,0.000220206935494,4.29833492494e-05,4.05226723894e-05,0.000665076845917
