,,mean,mean,mean,std,std,std
,,acc,brier,loss,acc,brier,loss
dataset,method,,,,,,
heart-statlog,beta05,0.816666666667,0.134210334921,0.425957914958,0.0502297289578,0.0234613086482,0.0617757095709
heart-statlog,beta2,0.821851851852,0.134131337072,0.425640232396,0.0464117984747,0.0231790187831,0.0612116584051
heart-statlog,isotonic,0.817407407407,0.133772485238,0.557088002166,0.0507509189741,0.0255740955203,0.302375464293
heart-statlog,sigmoid,0.813703703704,0.138505614134,0.442766406193,0.0510808130427,0.0250792855507,0.0595734836221
hepatitis,None,0.827829301075,0.133839418319,0.805176167036,0.0600432040621,0.0469038031325,0.507094724671
hepatitis,beta,0.816471774194,0.124157684338,0.392115107958,0.0449381703226,0.0215867918004,0.0556364364376
hepatitis,beta05,0.823411290323,0.123672631789,0.390578762042,0.0523275142439,0.0225405323679,0.0554603549471
hepatitis,beta2,0.820891129032,0.122620286129,0.389873775613,0.0466563548412,0.0226306659546,0.0567468034113
hepatitis,isotonic,0.818827956989,0.1226229335,0.430809178103,0.0505129417385,0.0261416655949,0.231525459054
hepatitis,sigmoid,0.818786290323,0.127936731229,0.41121812382,0.0445227709702,0.0234517667116,0.0605906706617
horse,None,0.838454570714,0.129678893741,0.642169474637,0.0448660848499,0.0299915930653,0.231791002723
horse,beta,0.833737241826,0.126341595,0.412771297989,0.0403870203351,0.0205586238596,0.0533752682937
horse,beta05,0.836482448828,0.127684386284,0.418809304789,0.0429516664578,0.0196654757929,0.0520825151519
horse,beta2,0.836065666389,0.12660737193,0.416917175837,0.0381568849798,0.0193528167328,0.0518890147687
horse,isotonic,0.835748356025,0.126373613044,0.524064038974,0.0406753769047,0.0228595582758,0.261257266152
horse,sigmoid,0.836765860887,0.127141280639,0.417813961737,0.0416078314373,0.0198838078,0.0473297540394
ionosphere,None,0.924816901408,0.0606417487092,0.380663790959,0.0248304176509,0.0183034095248,0.203161678613
ionosphere,beta,0.930515090543,0.0566443152818,0.203159366804,0.0239217095874,0.0152430045048,0.0441643571979
ionosphere,beta05,0.9273722334,0.057232807532,0.20449447329,0.0254009159793,0.0151536546106,0.0432828657242
ionosphere,beta2,0.930804828974,0.0562510355375,0.201219483199,0.0254614832169,0.0150642936638,0.0442440324979
ionosphere,isotonic,0.929094567404,0.0576863518766,0.296342742608,0.0247369873769,0.015509886117,0.211540529817
ionosphere,sigmoid,0.927106639839,0.0594076437293,0.226973792822,0.0248941699579,0.0159132023611,0.0454096075823
iris,None,1.0,0.0142093366186,0.126928011043,0.0,0.0,0.0
iris,beta,1.0,1.85907187325e-10,1.36348715491e-05,0.0,0.0,0.0
iris,beta05,1.0,2.12541215363e-10,1.38858564553e-05,0.0,0.0,0.0
iris,beta2,1.0,2.1840422568e-10,1.39866919451e-05,0.0,0.0,0.0
iris,isotonic,1.0,0.0,1.11022302463e-16,0.0,0.0,0.0
iris,sigmoid,1.0,1.85907529738e-10,1.36348841059e-05,0.0,0.0,0.0
landsat-satellite,None,0.983435004351,0.0118803429576,0.0413304622405,0.00355151367957,0.00232908436912,0.00822541049211
landsat-satellite,beta,0.983403537818,0.0115360724577,0.0400339347367,0.00353064219278,0.00203888008586,0.00589102831799
landsat-satellite,beta05,0.983683754033,0.0115431584669,0.040076125138,0.00360781757587,0.00205941277057,0.00595086380449
landsat-satellite,beta2,0.983388094363,0.0115169846057,0.0399542038525,0.00361359852473,0.00204970045428,0.00586956435108
landsat-satellite,isotonic,0.983076411147,0.0116392977208,0.0434033263372,0.00369576285385,0.00201131627824,0.0113247695724
landsat-satellite,sigmoid,0.983372698643,0.0127653945592,0.0531310097037,0.0035572141285,0.00260324358719,0.00877673218616
letter,None,0.986531280945,0.0103872594686,0.0368561738089,0.00134355049534,0.00062369821473,0.00202240077817
letter,beta,0.98643696825,0.0101270111091,0.0354538652451,0.00128529898045,0.000715197296153,0.00230170582799
letter,beta05,0.986539852779,0.0100971426134,0.0355367507252,0.00128499468038,0.00070302735093,0.00226371912717
letter,beta2,0.98598553249,0.0103365813211,0.0361874190138,0.0013242783703,0.000682296370396,0.00228394278525
letter,isotonic,0.987299976888,0.00987803346089,0.034572690364,0.00132960873503,0.000617578790273,0.00251414846425
letter,sigmoid,0.986559904662,0.0105676393934,0.0439433762813,0.00130478945299,0.000859987076048,0.00347099446501
libras-movement,None,0.971866666667,0.0251316616763,0.589087051958,0.0143673855905,0.0137087602222,0.502253428037
libras-movement,beta,0.976133333333,0.0217043481291,0.0999163360446,0.0148363713162,0.01296809448,0.0544040608223
libras-movement,beta05,0.973333333333,0.0233998683624,0.10565209038,0.0145374643071,0.0130091615551,0.0524607459334
libras-movement,beta2,0.9772,0.0212274160423,0.0981227820609,0.0153176494766,0.0131950640658,0.0549490492148
libras-movement,isotonic,0.976066666667,0.0218690756398,0.183590081339,0.0151738227866,0.0128679521061,0.26122487555
libras-movement,sigmoid,0.973066666667,0.0241459612142,0.112328193732,0.0144096213763,0.0132014480754,0.0525468177277
lung-cancer,None,0.972947368421,0.0399402922906,0.192697977162,0.0382020005106,0.0202498570746,0.0509489443526
lung-cancer,beta,0.955210526316,0.0322025235362,0.138511211341,0.0445658893294,0.0215553285184,0.178295581198
lung-cancer,beta05,0.956210526316,0.0320552282027,0.138452962388,0.0438570854961,0.0215144571327,0.179906723068
lung-cancer,beta2,0.956210526316,0.0320623340826,0.13852236392,0.0438570854961,0.0215152675667,0.180268515444
lung-cancer,isotonic,0.955210526316,0.0322700783576,0.189126610425,0.0445658893294,0.0215994821864,0.533790733205
lung-cancer,sigmoid,0.955210526316,0.0322601494251,0.139434563401,0.0445658893294,0.0215847391467,0.18372074794
mfeat-karhunen,None,0.99315,0.00581815924491,0.0615963422687,0.00415914286696,0.00290507264119,0.0571899567989
mfeat-karhunen,beta,0.9935,0.00549799854884,0.0265285601901,0.00377964473009,0.00260903746783,0.0129852433652
mfeat-karhunen,beta05,0.99335,0.0054992479941,0.0258885628897,0.00396444658618,0.00257344362075,0.0119514535567
mfeat-karhunen,beta2,0.9935,0.00554031132905,0.0267598210579,0.00353553390593,0.00248137869856,0.0125069149116
mfeat-karhunen,isotonic,0.9934,0.00563868904938,0.0481330004498,0.00387166578082,0.0026350193491,0.0468332880389
mfeat-karhunen,sigmoid,0.99325,0.00590799565713,0.0316752020306,0.00404849430313,0.00292368058761,0.0134600470873
mfeat-morphological,None,0.998,0.00183880433726,0.0396442842223,0.00208248281959,0.0018995680977,0.0595977748652
mfeat-morphological,beta,0.998,0.00194798922772,0.013928581329,0.00208248281959,0.00189349658073,0.0165205807461
mfeat-morphological,beta05,0.998,0.00178915578628,0.0124142841874,0.00208248281959,0.0018687462036,0.016424818102
mfeat-morphological,beta2,0.99795,0.00194567039335,0.0136643941906,0.00206340811795,0.00189011718933,0.0159387152757
mfeat-morphological,isotonic,0.99785,0.0021677416669,0.0264821613137,0.00202093633583,0.00178139470793,0.0430968836541
mfeat-morphological,sigmoid,0.998,0.00196574852604,0.0143755796899,0.00208248281959,0.00193313080711,0.0162679952119
mfeat-zernike,None,0.99065,0.00745681829872,0.0946643911166,0.0052199089053,0.00391784779969,0.0752258307207
mfeat-zernike,beta,0.99145,0.00707045236628,0.0319074440658,0.00446328560226,0.00313448380209,0.0143348183695
mfeat-zernike,beta05,0.99095,0.00711656786227,0.0315522618664,0.00507318882932,0.0032960739173,0.0141041265628
mfeat-zernike,beta2,0.99135,0.00705692606539,0.0314139835172,0.00463488326252,0.00311039251879,0.0138084882627
mfeat-zernike,isotonic,0.99155,0.00724480636688,0.0632120163026,0.00462606854727,0.00324108135317,0.043878974927
mfeat-zernike,sigmoid,0.99065,0.00761070640673,0.0385108325034,0.00486580110652,0.00378947390579,0.0173928206361
mushroom,None,0.999987684729,3.78985504492e-05,0.000245502916406,8.70821159096e-05,8.66559589892e-05,0.000291762121083
mushroom,beta,1.0,2.10218910363e-05,0.00014740161904,0.0,6.36255732314e-05,0.000294522157802
mushroom,beta05,0.999987684729,3.35563864493e-05,0.000189114139181,8.70821159096e-05,8.78160822714e-05,0.000342995832822
mushroom,beta2,1.0,2.49849791441e-05,0.000162841059525,0.0,6.94636508006e-05,0.000314612280548
mushroom,isotonic,1.0,1.53914764714e-05,8.54306094934e-05,0.0,5.51166760328e-05,0.00027894683026
mushroom,sigmoid,0.999987684729,1.63340738226e-05,8.21537872598e-05,8.70821159096e-05,5.89615633858e-05,0.000261519886789
optdigits,None,0.989236211127,0.00840365821561,0.0350302513016,0.00249817429008,0.00180815916153,0.00936835716395
optdigits,beta,0.989236305939,0.00839141948728,0.0329786087699,0.00251742238043,0.00169875325072,0.00586749624593
optdigits,beta05,0.989253656722,0.00837810024998,0.0329448090017,0.00239276175844,0.00167798066939,0.00585896933321
optdigits,beta2,0.989235658862,0.00844543660856,0.0333897790731,0.0023815869834,0.00159749010032,0.00600879522267
optdigits,isotonic,0.989271687879,0.00848608006654,0.0439369022039,0.0026934551989,0.00173684779348,0.0206377414447
optdigits,sigmoid,0.989165066778,0.00876309197191,0.0402583103741,0.00248832967861,0.00200772926126,0.00795729780034
page-blocks,None,0.96515731626,0.0267792626847,0.0928164324949,0.00481019708273,0.00374398578392,0.0144699078356
page-blocks,beta,0.964683080258,0.0264352775803,0.0894690270359,0.00511778206654,0.00324946215164,0.0103044674344
page-blocks,beta05,0.96512070298,0.0265534327002,0.0900138236173,0.0049385248253,0.00322254423044,0.0102270464
page-blocks,beta2,0.965029545337,0.0263821804256,0.0898297033318,0.00498667701735,0.00330604348793,0.0104377835563
page-blocks,isotonic,0.965523715882,0.0262792207222,0.0981514369254,0.00515394395586,0.00317873758012,0.027607240358
page-blocks,sigmoid,0.964499914419,0.028269208234,0.109266223667,0.0054886493553,0.00401228282559,0.013463689622
pendigits,None,0.993986809958,0.0045187581532,0.0169609924605,0.00109882735445,0.000765438722259,0.003238465015
pendigits,beta,0.994114239804,0.00451799867332,0.0169518766993,0.00121910883097,0.000740570320055,0.00267339741305
pendigits,beta05,0.994023243987,0.00457680407175,0.0170860134197,0.00115745235399,0.000740153353715,0.00265655548977
pendigits,beta2,0.994032376204,0.00456396159046,0.017252097919,0.00125075579347,0.00073289264444,0.0027454039372
pendigits,isotonic,0.994023247907,0.00460674394573,0.0228095177746,0.00113533252403,0.000739777794629,0.00896319942701
pendigits,sigmoid,0.99414142154,0.00464572898908,0.0206437893975,0.00124458592127,0.000896208253589,0.00400878622855
scene-classification,None,0.841296213585,0.114557496478,0.384021225,0.0155374260744,0.00855406648322,0.0299546426744
scene-classification,beta,0.838013622783,0.114934436375,0.364410745012,0.0147982470948,0.00603067859959,0.0159364300167
scene-classification,beta05,0.839718760693,0.114993481718,0.365156901305,0.0159890352605,0.00608779592726,0.0164007342954
scene-classification,beta2,0.838552783792,0.115147583923,0.36485808493,0.0144622094299,0.00586306297828,0.0157682467143
scene-classification,isotonic,0.838468587084,0.114898965615,0.376166549561,0.0154761840604,0.00611900351003,0.037560868953
scene-classification,sigmoid,0.839841336988,0.11626092481,0.378142927169,0.0146166663268,0.00712205250114,0.0174824297708
segment,None,0.997575757576,0.00212664857157,0.0196425696831,0.00221428741991,0.00168167980328,0.0286099698362
segment,beta,0.997402597403,0.00209633398511,0.0102865314388,0.00231395014643,0.00147555816959,0.00891906092648
segment,beta05,0.997705627706,0.00205449115096,0.0102359305134,0.00197558847804,0.00150452472698,0.00862665107304
segment,beta2,0.997532467532,0.00206416698212,0.0100062240496,0.00223020691654,0.00147505522973,0.0085849411709
segment,isotonic,0.997489177489,0.00211814266855,0.0228231233886,0.00228735213468,0.00151178743249,0.0337510267849
segment,sigmoid,0.997619047619,0.00218482135064,0.0129181063908,0.00219738256085,0.00170535331805,0.0104885664316
shuttle,None,0.999946798223,4.82527658628e-05,0.000350811908984,6.28155624392e-05,4.9707895432e-05,0.00128649891864
shuttle,beta,0.999944828168,5.01009600112e-05,0.000302857791626,6.26574948072e-05,4.79118836013e-05,0.000677958967748
shuttle,beta05,0.999946798272,5.07531227611e-05,0.00030567287168,6.35989986785e-05,4.82075524074e-05,0.000673246904969
shuttle,beta2,0.999944827731,5.21493526284e-05,0.00030440526789,6.42190754178e-05,4.81103190412e-05,0.00064569865898
shuttle,isotonic,0.999947783979,4.79297366285e-05,0.000517087825318,6.40417870912e-05,5.05834123556e-05,0.00141620733085
shuttle,sigmoid,0.999950739692,4.7541808444e-05,0.000361816935432,6.44950251421e-05,5.47953000499e-05,0.00053432158452
sonar,None,0.825920373822,0.134680718799,0.9407687937,0.0633411329839,0.0430176939784,0.538578632071
sonar,beta,0.827267644437,0.126558176633,0.403705372127,0.0631979949113,0.0287742243684,0.0782899860234
sonar,beta05,0.827243335224,0.126035020362,0.401884295652,0.0656275736581,0.0280280813452,0.0745816753636
sonar,beta2,0.829649677228,0.126320862992,0.400739849387,0.0668152320467,0.0276647321547,0.0687314020504
sonar,isotonic,0.817094508819,0.129634065549,0.485885795045,0.0604722608347,0.0308808349243,0.331742338667
sonar,sigmoid,0.824932609459,0.135796538991,0.439916342453,0.0643757405929,0.0296760153921,0.0705231830167
spambase,None,0.943708487368,0.0444654753605,0.162397805464,0.00711820140294,0.00442564173061,0.0185025403872
spambase,beta,0.943578525022,0.0447701340892,0.162211849614,0.00735673435527,0.00423846685531,0.0160003261194
spambase,beta05,0.943708298332,0.0448457658477,0.162494745625,0.00712972265496,0.00426367552457,0.0160447930044
spambase,beta2,0.943751823903,0.0447733695107,0.162545188969,0.00719154529055,0.0042572168005,0.0161138782126
spambase,isotonic,0.943425949227,0.0445048209307,0.17294870903,0.0069758611109,0.0044025528389,0.034554515727
spambase,sigmoid,0.943534668637,0.0446336894189,0.16706087637,0.0073536413907,0.0050146333485,0.0161279946176
tic-tac,None,0.839131152285,0.117715875422,0.378751691366,0.0213018517658,0.00952903067175,0.0212795601962
tic-tac,beta,0.838307050769,0.107475068997,0.333293892469,0.0267840071176,0.013286316625,0.0341933435862
tic-tac,beta05,0.841636088919,0.111425750579,0.345218981194,0.020882303819,0.0124787487388,0.0323401246949
tic-tac,beta2,0.838098166409,0.107536171305,0.333287678699,0.0273072781719,0.0132590308117,0.0338889034674
tic-tac,isotonic,0.837779155816,0.107747576298,0.339893029546,0.027217769017,0.0128668167403,0.0597744570448
tic-tac,sigmoid,0.83840958131,0.108260990277,0.33851610885,0.0268031098355,0.013768606865,0.0353545005321
vehicle,None,0.978141536994,0.0169284066508,0.0770770206679,0.00905890500822,0.0063490363953,0.0467797297113
vehicle,beta,0.978494494305,0.0172554480911,0.0676991142201,0.00871800381622,0.00541592445447,0.0209983616539
vehicle,beta05,0.978738233962,0.0171508745057,0.0670885309958,0.00941004641808,0.00555247135788,0.0206177596358
vehicle,beta2,0.979557593967,0.017105483562,0.0664043415758,0.00850101850223,0.00512735017024,0.0197350402339
vehicle,isotonic,0.977426563136,0.0178651423333,0.131416083624,0.00926939369229,0.00557773533901,0.127583330993
vehicle,sigmoid,0.978615605763,0.017585408574,0.0772114521741,0.00933749889601,0.00629698634121,0.0228917219866
vowel,None,0.97404040404,0.0199013913942,0.0762772922286,0.00859827881647,0.00639758940481,0.0405987528628
vowel,beta,0.976262626263,0.0190981057628,0.0707249033717,0.00890987664879,0.00612041202732,0.0214742947423
vowel,beta05,0.97404040404,0.0200459042509,0.0726767912232,0.00889584349666,0.00570523528199,0.019545777432
vowel,beta2,0.975252525253,0.0196958990376,0.0718999884439,0.00958537536478,0.00576372558246,0.01989306307
vowel,isotonic,0.976060606061,0.0190138220941,0.0944780388116,0.00905821096836,0.00611875085689,0.0916920074855
vowel,sigmoid,0.974242424242,0.0202226969549,0.0852277820959,0.00861279681552,0.00659088051168,0.025717537659
waveform-5000,None,0.886757887898,0.0790876002347,0.253018511245,0.00989459453871,0.00568950075005,0.017921160974
waveform-5000,beta,0.887058387958,0.0788012389773,0.251755669047,0.00937970100723,0.00488862181653,0.0132707221819
waveform-5000,beta05,0.886698187798,0.0789600052899,0.252035262649,0.00970284306223,0.00495925649424,0.013411654797
waveform-5000,beta2,0.886738047938,0.0789496225281,0.252203551323,0.00969102455675,0.00489120909672,0.0132896484202
waveform-5000,isotonic,0.886798127698,0.0792068101526,0.263776190616,0.00894702252515,0.00480051581119,0.0245708371253
waveform-5000,sigmoid,0.887218408138,0.0807786912878,0.271389147774,0.00961993961829,0.00585761283275,0.015975624137
wdbc,None,0.968894190073,0.0237292079539,0.25566848751,0.0177494777093,0.0120296109152,0.233083792631
wdbc,beta,0.969229703732,0.0230252250381,0.0889713488876,0.016677508384,0.010535659632,0.0359006948397
wdbc,beta05,0.969760677184,0.0226046441595,0.0879137989137,0.0165860253798,0.0104878440601,0.0355166687121
wdbc,beta2,0.969238938053,0.0228474079229,0.0889967290316,0.017219770024,0.0105359159144,0.036293874985
wdbc,isotonic,0.969238938053,0.0235874249219,0.14126554875,0.017020181549,0.0106309050566,0.158160133381
wdbc,sigmoid,0.969772989611,0.024417305904,0.106559657526,0.0174787455328,0.0115549813344,0.0381954681058
wpbc,None,0.776782726046,0.173288763327,1.01625828683,0.0491456138555,0.0320083377444,0.366370177891
wpbc,beta,0.773821862348,0.161926189736,0.499900194857,0.030227581383,0.014551833867,0.0393288746513
wpbc,beta05,0.779373144399,0.164341431219,0.504876927365,0.0370743306383,0.0154654801453,0.0416415269408
wpbc,beta2,0.765100539811,0.162338167323,0.49989891608,0.0188897292313,0.0112887660917,0.0321549152164
wpbc,isotonic,0.786146423752,0.159738166502,0.496150937,0.0368475065151,0.016274435416,0.048633481661
wpbc,sigmoid,0.770204453441,0.163039509095,0.503387707719,0.024976971815,0.0116865089539,0.0287890092528
yeast,None,0.730751797272,0.172601282783,0.509754681887,0.0220037627197,0.00836473409647,0.0275955512497
yeast,beta,0.730417844466,0.173015164094,0.508937760981,0.0213682150915,0.00797596883769,0.0222477818842
yeast,beta05,0.730820757809,0.172992092531,0.508904510659,0.022325282187,0.00796380506542,0.0223063751299
yeast,beta2,0.727044493036,0.17348040533,0.510135204639,0.0214618290396,0.00733845593602,0.0220399105899
yeast,isotonic,0.730747079256,0.173715227743,0.542841258922,0.0221887228672,0.0089639999945,0.0888297142205
yeast,sigmoid,0.731369151243,0.173059683492,0.513640748963,0.0221589151917,0.00917056033682,0.0222461176105
zoo,None,1.0,0.0160488851323,0.131932611408,0.0,0.00392398834089,0.0106754420102
zoo,beta,1.0,0.00179343703155,0.0126256841984,0.0,0.00342370145577,0.0196509647789
zoo,beta05,1.0,0.00179340265587,0.0126259366652,0.0,0.00342359621893,0.019651267901
zoo,beta2,1.0,0.00179343715998,0.0126257943479,0.0,0.00342368636529,0.0196509581934
zoo,isotonic,1.0,0.00179324667162,0.0126128049107,0.0,0.00342349702831,0.0196521459697
zoo,sigmoid,1.0,0.00179344513553,0.0126252957306,0.0,0.00342374434649,0.0196504165423
